rank,slug,title,devpost_url,stage,leverage,execution,impact,creativity,aggregate,confidence,webmcp_verification,adjudication,screenshot
851,post-purchase-resolution,Post-Purchase Resolution,https://devpost.com/software/post-purchase-resolution,S2,8.5,7.5,8.5,8.0,32.5,0.815,VIDEO_VERIFIED,,screenshots/post-purchase-resolution.png
852,cowork-protocol,Cowork Protocol,https://devpost.com/software/cowork-protocol,S1,8.5,7.0,8.0,9.0,32.5,0.805,UNVERIFIED,,screenshots/cowork-protocol.png
853,taams-import-sourcing-desk,TAAMs Import Sourcing Desk,https://devpost.com/software/taams-import-sourcing-desk,S1,8.0,8.5,8.0,8.0,32.5,0.88,UNVERIFIED,,screenshots/taams-import-sourcing-desk.png
854,passbook-sb3tp6,Passbook,https://devpost.com/software/passbook-sb3tp6,S1,8.0,8.0,9.0,7.5,32.5,0.865,UNVERIFIED,,screenshots/passbook-sb3tp6.png
855,finite-hxvgnd,Finite,https://devpost.com/software/finite-hxvgnd,S1,8.0,8.0,8.5,8.0,32.5,0.795,UNVERIFIED,,screenshots/finite-hxvgnd.png
856,host-stand,Host Stand,https://devpost.com/software/host-stand,S1,8.0,8.0,8.5,8.0,32.5,0.845,UNVERIFIED,,screenshots/host-stand.png
857,jobcontext-your-career-agent-ready-in-the-browser,"jobContext: The Memory Layer for Your Career, Agent-Ready",https://devpost.com/software/jobcontext-your-career-agent-ready-in-the-browser,S1,8.0,8.0,8.5,8.0,32.5,0.86,UNVERIFIED,,screenshots/jobcontext-your-career-agent-ready-in-the-browser.png
858,life-links,Life Links,https://devpost.com/software/life-links,S1,8.0,8.0,8.5,8.0,32.5,0.85,UNVERIFIED,,screenshots/life-links.png
859,navigator-berlin,navigator.berlin,https://devpost.com/software/navigator-berlin,S1,8.0,8.0,8.5,8.0,32.5,0.815,UNVERIFIED,,screenshots/navigator-berlin.png
860,solo-map-secure-agent-bus,PolicyBound Agent Bus,https://devpost.com/software/solo-map-secure-agent-bus,S2,8.0,8.0,8.0,8.5,32.5,0.89,CLAIM_ONLY,,screenshots/solo-map-secure-agent-bus.png
861,boardspeak-see-the-tools-your-agent-can-use-in-a-game,Boardspeak - See the tools your agent can use (in a game!),https://devpost.com/software/boardspeak-see-the-tools-your-agent-can-use-in-a-game,S1R,10,6,7,9,32,0.76,UNVERIFIED,,screenshots/boardspeak-see-the-tools-your-agent-can-use-in-a-game.png
862,mathburst,Mathburst,https://devpost.com/software/mathburst,S2,9.5,5.0,8.5,9.0,32.0,0.885,CLAIM_ONLY,,screenshots/mathburst.png
863,routineforge,RoutineForge,https://devpost.com/software/routineforge,S2,9.5,5.0,8.0,9.5,32.0,0.87,CLAIM_ONLY,,screenshots/routineforge.png
864,recallops-webmcp,RecallOps WebMCP,https://devpost.com/software/recallops-webmcp,S2,9.5,4.0,9.0,9.5,32.0,0.86,VIDEO_VERIFIED,,screenshots/recallops-webmcp.png
865,agentbridge-6f5sia,Bridge to Agentia,https://devpost.com/software/agentbridge-6f5sia,S1R,9,7,8,8,32,0.8,UNVERIFIED,,screenshots/agentbridge-6f5sia.png
866,archive-evidence-room,Archive Evidence Room,https://devpost.com/software/archive-evidence-room,S1R,9,7,8,8,32,0.77,UNVERIFIED,,screenshots/archive-evidence-room.png
867,causal-mission-gate,Causal Mission Gate,https://devpost.com/software/causal-mission-gate,S1R,9,7,8,8,32,0.83,UNVERIFIED,,screenshots/causal-mission-gate.png
868,claw-post-webmcp-clawpost-net,Claw Post WebMCP (clawpost.net),https://devpost.com/software/claw-post-webmcp-clawpost-net,S1R,9,7,8,8,32,0.63,UNVERIFIED,,screenshots/claw-post-webmcp-clawpost-net.png
869,con-sche-a-construction-schedule-an-agent-can-operate,Con-Sche — a construction schedule an agent can operate,https://devpost.com/software/con-sche-a-construction-schedule-an-agent-can-operate,S1R,9,7,8,8,32,0.68,UNVERIFIED,,screenshots/con-sche-a-construction-schedule-an-agent-can-operate.png
870,documesh,Documesh,https://devpost.com/software/documesh,S1R,9,7,8,8,32,0.8,UNVERIFIED,,screenshots/documesh.png
871,glassmap,Glassmap,https://devpost.com/software/glassmap,S1R,9,7,8,8,32,0.84,UNVERIFIED,,screenshots/glassmap.png
872,relaylab,RelayLab,https://devpost.com/software/relaylab,S1R,9,7,8,8,32,0.78,UNVERIFIED,,screenshots/relaylab.png
873,swagger-ui-webmcp,Swagger UI WebMCP,https://devpost.com/software/swagger-ui-webmcp,S2,9.0,7.0,8.0,8.0,32.0,0.91,VERIFIED_RUNTIME,,screenshots/swagger-ui-webmcp.png
874,toolmint,ToolMint,https://devpost.com/software/toolmint,S1R,9,7,8,8,32,0.83,UNVERIFIED,,screenshots/toolmint.png
875,agent-arena-games-that-any-agent-can-play,Agent Arena — Games That Any Agent Can Play,https://devpost.com/software/agent-arena-games-that-any-agent-can-play,S1R,9,7,7,9,32,0.78,UNVERIFIED,,screenshots/agent-arena-games-that-any-agent-can-play.png
876,bandmate-webmcp,Bandmate-WebMCP,https://devpost.com/software/bandmate-webmcp,S2,9.0,7.0,7.0,9.0,32.0,0.885,VIDEO_VERIFIED,,screenshots/bandmate-webmcp.png
877,geodesics,Geodesics,https://devpost.com/software/geodesics,S1R,9,7,7,9,32,0.79,UNVERIFIED,,screenshots/geodesics.png
878,life-shift,Life Shift,https://devpost.com/software/life-shift,S1R,9,7,7,9,32,0.76,UNVERIFIED,,screenshots/life-shift.png
879,spread-uo3j4x,OpenMic,https://devpost.com/software/spread-uo3j4x,S1R,9,7,7,9,32,0.8,UNVERIFIED,,screenshots/spread-uo3j4x.png
880,tartarian-ai-webmcp-mmo-prototype,Tartarian.ai — WebMCP MMO Prototype,https://devpost.com/software/tartarian-ai-webmcp-mmo-prototype,S1R,9,7,7,9,32,0.8,UNVERIFIED,,screenshots/tartarian-ai-webmcp-mmo-prototype.png
881,3way,3way - The trust layer for WebMCP,https://devpost.com/software/3way,S2,9.0,6.5,8.0,8.5,32.0,0.82,VERIFIED_RUNTIME,,screenshots/3way.png
882,captain-s-table,Captain's Table,https://devpost.com/software/captain-s-table,S2,9.0,6.0,8.0,9.0,32.0,0.84,VIDEO_VERIFIED,,screenshots/captain-s-table.png
883,motionarena,MotionArena,https://devpost.com/software/motionarena,S1R,9,6,8,9,32,0.77,UNVERIFIED,,screenshots/motionarena.png
884,tracebound-provenance-research-without-inventing-history,Tracebound — Provenance Research Without Inventing History,https://devpost.com/software/tracebound-provenance-research-without-inventing-history,S2,9.0,6.0,8.0,9.0,32.0,0.85,VERIFIED_RUNTIME,,screenshots/tracebound-provenance-research-without-inventing-history.png
885,mission-graph,MissionGraph,https://devpost.com/software/mission-graph,S2,9.0,5.5,8.5,9.0,32.0,0.87,VIDEO_VERIFIED,,screenshots/mission-graph.png
886,velaire-webmcp-agreements-for-service-businesses,Velaire — WebMCP Agreements for Service Businesses,https://devpost.com/software/velaire-webmcp-agreements-for-service-businesses,S2,9.0,5.0,9.0,9.0,32.0,0.9,VERIFIED_RUNTIME,,screenshots/velaire-webmcp-agreements-for-service-businesses.png
887,vistect-independent-visual-authorship,Vistect: Independent Visual Authorship,https://devpost.com/software/vistect-independent-visual-authorship,S2,9.0,5.0,9.0,9.0,32.0,0.89,CLAIM_ONLY,,screenshots/vistect-independent-visual-authorship.png
888,unsaid-private-context-shared-agreement,"UNSAID — Private Context, Shared Agreement",https://devpost.com/software/unsaid-private-context-shared-agreement,S2,9.0,4.5,9.0,9.5,32.0,0.905,VERIFIED_RUNTIME,,screenshots/unsaid-private-context-shared-agreement.png
889,agenomics-agent-spend-console,Agenomics Agent Spend Console,https://devpost.com/software/agenomics-agent-spend-console,S2,8.5,8.0,8.0,7.5,32.0,0.89,VERIFIED_RUNTIME,,screenshots/agenomics-agent-spend-console.png
890,spot-kxz3rf,Spot,https://devpost.com/software/spot-kxz3rf,S1,8.5,8.0,8.0,7.5,32.0,0.825,UNVERIFIED,,screenshots/spot-kxz3rf.png
891,commonplace-gw8tm1,Commonplace,https://devpost.com/software/commonplace-gw8tm1,S2,8.5,8.0,7.5,8.0,32.0,0.83,VERIFIED_RUNTIME,,screenshots/commonplace-gw8tm1.png
892,loopsmith,Loopsmith,https://devpost.com/software/loopsmith,S2,8.5,8.0,7.5,8.0,32.0,0.795,VERIFIED_RUNTIME,,screenshots/loopsmith.png
893,outpocket,Outpocket,https://devpost.com/software/outpocket,S2,8.5,8.0,7.5,8.0,32.0,0.86,VERIFIED_RUNTIME,,screenshots/outpocket.png
894,port-authority,Port Authority,https://devpost.com/software/port-authority,S1,8.5,8.0,7.5,8.0,32.0,0.77,UNVERIFIED,,screenshots/port-authority.png
895,klipvia,klipvia,https://devpost.com/software/klipvia,S1,8.5,7.5,8.0,8.0,32.0,0.76,UNVERIFIED,,screenshots/klipvia.png
896,waggle-webmcp,Waggle WebMCP,https://devpost.com/software/waggle-webmcp,S1,8.5,7.5,8.0,8.0,32.0,0.78,UNVERIFIED,,screenshots/waggle-webmcp.png
897,wired-future-collaborative-3d-agent-canvas,Wired Future: Collaborative 3D Agent Canvas,https://devpost.com/software/wired-future-collaborative-3d-agent-canvas,S1,8.5,7.5,7.5,8.5,32.0,0.78,UNVERIFIED,,screenshots/wired-future-collaborative-3d-agent-canvas.png
898,commandcanvas,CommandCanvas,https://devpost.com/software/commandcanvas,S1,8.5,7.0,8.0,8.5,32.0,0.785,UNVERIFIED,,screenshots/commandcanvas.png
899,nema,nema,https://devpost.com/software/nema,S1,8.5,6.5,8.0,9.0,32.0,0.735,UNVERIFIED,,screenshots/nema.png
900,gatherlight,GatherLight,https://devpost.com/software/gatherlight,S2,8.5,6.0,8.5,9.0,32.0,0.87,VIDEO_VERIFIED,,screenshots/gatherlight.png
901,open-racer-webmcp-racing-line-editor,Open Racer Racing Line Editor,https://devpost.com/software/open-racer-webmcp-racing-line-editor,S1R,8,9,7,8,32,0.88,UNVERIFIED,,screenshots/open-racer-webmcp-racing-line-editor.png
902,portego,Portego,https://devpost.com/software/portego,S2,8.0,8.5,7.5,8.0,32.0,0.92,VERIFIED_RUNTIME,,screenshots/portego.png
903,cherry-agent-native-finance,Cherry Agent-Native Finance,https://devpost.com/software/cherry-agent-native-finance,S1R,8,8,9,7,32,0.8,UNVERIFIED,,screenshots/cherry-agent-native-finance.png
904,coachpoint,Coachpoint,https://devpost.com/software/coachpoint,S1R,8,8,9,7,32,0.84,UNVERIFIED,,screenshots/coachpoint.png
905,even-split,Even Split,https://devpost.com/software/even-split,S1R,8,8,9,7,32,0.94,UNVERIFIED,,screenshots/even-split.png
906,forge-uqaext,Forge,https://devpost.com/software/forge-uqaext,S1R,8,8,9,7,32,0.82,UNVERIFIED,,screenshots/forge-uqaext.png
907,gotpaid-agent-desk,GotPaid Agent Desk,https://devpost.com/software/gotpaid-agent-desk,S1R,8,8,9,7,32,0.81,UNVERIFIED,,screenshots/gotpaid-agent-desk.png
908,groundtruth-a21w4r,Clear,https://devpost.com/software/groundtruth-a21w4r,S1R,8,8,9,7,32,0.79,UNVERIFIED,,screenshots/groundtruth-a21w4r.png
909,hold-the-bill,Hold the Bill,https://devpost.com/software/hold-the-bill,S1R,8,8,9,7,32,0.89,UNVERIFIED,,screenshots/hold-the-bill.png
910,job-application-os,Job Application OS,https://devpost.com/software/job-application-os,S1R,8,8,9,7,32,0.82,UNVERIFIED,,screenshots/job-application-os.png
911,lander-5-cleaning-at-conversation-speed,Lander 5: Cleaning at Conversation Speed,https://devpost.com/software/lander-5-cleaning-at-conversation-speed,S1R,8,8,9,7,32,0.85,UNVERIFIED,,screenshots/lander-5-cleaning-at-conversation-speed.png
912,lumlon,LUMLON,https://devpost.com/software/lumlon,S1R,8,8,9,7,32,0.86,UNVERIFIED,,screenshots/lumlon.png
913,machine-passport,Machine Passport,https://devpost.com/software/machine-passport,S1R,8,8,9,7,32,0.76,UNVERIFIED,,screenshots/machine-passport.png
914,netlab,NetLab,https://devpost.com/software/netlab,S1R,8,8,9,7,32,0.82,UNVERIFIED,,screenshots/netlab.png
915,payablepilot-2dgsb9,PayablePilot,https://devpost.com/software/payablepilot-2dgsb9,S1R,8,8,9,7,32,0.84,UNVERIFIED,,screenshots/payablepilot-2dgsb9.png
916,recallradar-mup26v,RecallRadar,https://devpost.com/software/recallradar-mup26v,S1R,8,8,9,7,32,0.8,UNVERIFIED,,screenshots/recallradar-mup26v.png
917,rescasap-uy,RESCASAP.UY,https://devpost.com/software/rescasap-uy,S1R,8,8,9,7,32,0.88,UNVERIFIED,,screenshots/rescasap-uy.png
918,restock-8oam1c,ReStock,https://devpost.com/software/restock-8oam1c,S1R,8,8,9,7,32,0.84,UNVERIFIED,,screenshots/restock-8oam1c.png
919,secureflow-ewmsj3,SecureFlow,https://devpost.com/software/secureflow-ewmsj3,S1R,8,8,9,7,32,0.81,UNVERIFIED,,screenshots/secureflow-ewmsj3.png
920,tax-pundit,Tax Pundit,https://devpost.com/software/tax-pundit,S1R,8,8,9,7,32,0.83,UNVERIFIED,,screenshots/tax-pundit.png
921,voltage-dashboard,Voltage Dashboard,https://devpost.com/software/voltage-dashboard,S1R,8,8,9,7,32,0.82,UNVERIFIED,,screenshots/voltage-dashboard.png
922,webmcp-consent-layer,WebMCP Consent Layer,https://devpost.com/software/webmcp-consent-layer,S1R,8,8,9,7,32,0.82,UNVERIFIED,,screenshots/webmcp-consent-layer.png
923,aeroficiency,Aeroficiency,https://devpost.com/software/aeroficiency,S1R,8,8,8,8,32,0.81,UNVERIFIED,,screenshots/aeroficiency.png
924,aerorun-a-shared-human-agent-shoe-shop,AeroRun — a shared human + agent shoe shop,https://devpost.com/software/aerorun-a-shared-human-agent-shoe-shop,S1R,8,8,8,8,32,0.68,UNVERIFIED,,screenshots/aerorun-a-shared-human-agent-shoe-shop.png
925,african-market-os-webmcp-decision-readiness-lab,African Market OS WebMCP Decision Readiness Lab,https://devpost.com/software/african-market-os-webmcp-decision-readiness-lab,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/african-market-os-webmcp-decision-readiness-lab.png
926,agent-canvas-i-gave-ai-a-cursor-in-excalidraw-with-webmcp,Agent Canvas: I Gave AI a Cursor in Excalidraw with WebMCP,https://devpost.com/software/agent-canvas-i-gave-ai-a-cursor-in-excalidraw-with-webmcp,S1,8.0,8.0,8.0,8.0,32.0,0.83,UNVERIFIED,,screenshots/agent-canvas-i-gave-ai-a-cursor-in-excalidraw-with-webmcp.png
927,agent-native-newsroom-portal,Agent-Native Newsroom Portal,https://devpost.com/software/agent-native-newsroom-portal,S1R,8,8,8,8,32,0.8,UNVERIFIED,,screenshots/agent-native-newsroom-portal.png
928,agent-native-portfolio,Agent Native Portfolio,https://devpost.com/software/agent-native-portfolio,S1R,8,8,8,8,32,0.83,UNVERIFIED,,screenshots/agent-native-portfolio.png
929,agent-prepared-fitting-room,NUDE Private Fitting Room,https://devpost.com/software/agent-prepared-fitting-room,S1,8.0,8.0,8.0,8.0,32.0,0.8,UNVERIFIED,,screenshots/agent-prepared-fitting-room.png
930,agent-process,Agent Process,https://devpost.com/software/agent-process,S1R,8,8,8,8,32,0.85,UNVERIFIED,,screenshots/agent-process.png
931,agent-ready-palm-desert,Agent-Ready Palm Desert,https://devpost.com/software/agent-ready-palm-desert,S2,8.0,8.0,8.0,8.0,32.0,0.85,VERIFIED_RUNTIME,,screenshots/agent-ready-palm-desert.png
932,agent-shop,Zada,https://devpost.com/software/agent-shop,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/agent-shop.png
933,agent-web-gateway,Agent Web Gateway,https://devpost.com/software/agent-web-gateway,S2,8.0,8.0,8.0,8.0,32.0,0.86,VERIFIED_RUNTIME,,screenshots/agent-web-gateway.png
934,agentic-algorithm-visualizer,Algorithm Visualizer powered by webMCP,https://devpost.com/software/agentic-algorithm-visualizer,S1R,8,8,8,8,32,0.7,UNVERIFIED,,screenshots/agentic-algorithm-visualizer.png
935,agentic-webmcp-allowlisted-origin-tools-for-commerce-agents,Ribband,https://devpost.com/software/agentic-webmcp-allowlisted-origin-tools-for-commerce-agents,S1R,8,8,8,8,32,0.78,UNVERIFIED,,screenshots/agentic-webmcp-allowlisted-origin-tools-for-commerce-agents.png
936,agenticroom,AgenticRoom,https://devpost.com/software/agenticroom,S1R,8,8,8,8,32,0.86,UNVERIFIED,,screenshots/agenticroom.png
937,agentready-rzcxt1,AgentReady,https://devpost.com/software/agentready-rzcxt1,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/agentready-rzcxt1.png
938,ai-boardroom,AI Boardroom,https://devpost.com/software/ai-boardroom,S1R,8,8,8,8,32,0.78,UNVERIFIED,,screenshots/ai-boardroom.png
939,aidra-0oq5kj,Aidra,https://devpost.com/software/aidra-0oq5kj,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/aidra-0oq5kj.png
940,airlines-check-in-agent,8KG,https://devpost.com/software/airlines-check-in-agent,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/airlines-check-in-agent.png
941,airlock-obr935,Airlock,https://devpost.com/software/airlock-obr935,S1R,8,8,8,8,32,0.85,UNVERIFIED,,screenshots/airlock-obr935.png
942,albugent-webmcp,albugent-webmcp,https://devpost.com/software/albugent-webmcp,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/albugent-webmcp.png
943,aletheia-kyr84n,Aletheia,https://devpost.com/software/aletheia-kyr84n,S1R,8,8,8,8,32,0.85,UNVERIFIED,,screenshots/aletheia-kyr84n.png
944,almari-a-pinboard-that-flags-which-words-are-data,Almari - a pinboard that flags which words are data,https://devpost.com/software/almari-a-pinboard-that-flags-which-words-are-data,S1R,8,8,8,8,32,0.85,UNVERIFIED,,screenshots/almari-a-pinboard-that-flags-which-words-are-data.png
945,api-canvas,API Canvas,https://devpost.com/software/api-canvas,S1R,8,8,8,8,32,0.76,UNVERIFIED,,screenshots/api-canvas.png
946,approval-desk,Approval Desk,https://devpost.com/software/approval-desk,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/approval-desk.png
947,archie-voice-first-webmcp-agent,Air Instruments,https://devpost.com/software/archie-voice-first-webmcp-agent,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/archie-voice-first-webmcp-agent.png
948,archmorph,ArchMorph,https://devpost.com/software/archmorph,S1R,8,8,8,8,32,0.8,UNVERIFIED,,screenshots/archmorph.png
949,artsoul-agent-native-art-auctions,ArtSoul  Agent-Native Art Auctions,https://devpost.com/software/artsoul-agent-native-art-auctions,S1R,8,8,8,8,32,0.86,UNVERIFIED,,screenshots/artsoul-agent-native-art-auctions.png
950,assetscurator,AssetsCurator,https://devpost.com/software/assetscurator,S1R,8,8,8,8,32,0.78,UNVERIFIED,,screenshots/assetscurator.png
951,atlas-lens,CoMapper - WebMCP,https://devpost.com/software/atlas-lens,S1R,8,8,8,8,32,0.86,UNVERIFIED,,screenshots/atlas-lens.png
952,autoshop,AutoShop,https://devpost.com/software/autoshop,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/autoshop.png
953,avera,Ackboard,https://devpost.com/software/avera,S1R,8,8,8,8,32,0.87,UNVERIFIED,,screenshots/avera.png
954,boardify-6qhnbe,Boardify,https://devpost.com/software/boardify-6qhnbe,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/boardify-6qhnbe.png
955,booksy-reloaded,Booksy reloaded,https://devpost.com/software/booksy-reloaded,S1R,8,8,8,8,32,0.81,UNVERIFIED,,screenshots/booksy-reloaded.png
956,bouquet-studio,Bouquet Studio,https://devpost.com/software/bouquet-studio,S1R,8,8,8,8,32,0.79,UNVERIFIED,,screenshots/bouquet-studio.png
957,buildvsbuy-ai,BuildVsBuy.ai,https://devpost.com/software/buildvsbuy-ai,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/buildvsbuy-ai.png
958,cabinet-maker-xtreme,Cabinet Maker Xtreme,https://devpost.com/software/cabinet-maker-xtreme,S1R,8,8,8,8,32,0.81,UNVERIFIED,,screenshots/cabinet-maker-xtreme.png
959,callreclaim-agent-rescue-desk,CallReclaim: Agent Rescue Desk,https://devpost.com/software/callreclaim-agent-rescue-desk,S1R,8,8,8,8,32,0.83,UNVERIFIED,,screenshots/callreclaim-agent-rescue-desk.png
960,canon-ledger,Canon Ledger,https://devpost.com/software/canon-ledger,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/canon-ledger.png
961,canter-dev,canter.dev,https://devpost.com/software/canter-dev,S1R,8,8,8,8,32,0.81,UNVERIFIED,,screenshots/canter-dev.png
962,canvasly,Visually,https://devpost.com/software/canvasly,S1R,8,8,8,8,32,0.87,UNVERIFIED,,screenshots/canvasly.png
963,chinese-chess-webmcp-how-to-win-grandpa-s-respect,Chinese Chess WebMCP: How to Win Grandpa’s Respect,https://devpost.com/software/chinese-chess-webmcp-how-to-win-grandpa-s-respect,S1R,8,8,8,8,32,0.86,UNVERIFIED,,screenshots/chinese-chess-webmcp-how-to-win-grandpa-s-respect.png
964,clauseproof,ClauseProof,https://devpost.com/software/clauseproof,S1R,8,8,8,8,32,0.85,UNVERIFIED,,screenshots/clauseproof.png
965,client-weave,client-weave,https://devpost.com/software/client-weave,S1R,8,8,8,8,32,0.81,UNVERIFIED,,screenshots/client-weave.png
966,cocanvas,CoCanvas,https://devpost.com/software/cocanvas,S1R,8,8,8,8,32,0.82,UNVERIFIED,,screenshots/cocanvas.png
967,codeatlas-wfokqe,CodeATlas,https://devpost.com/software/codeatlas-wfokqe,S1R,8,8,8,8,32,0.9,UNVERIFIED,,screenshots/codeatlas-wfokqe.png
968,comake,Comake,https://devpost.com/software/comake,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/comake.png
969,commanddeck,CommandDeck,https://devpost.com/software/commanddeck,S1R,8,8,8,8,32,0.81,UNVERIFIED,,screenshots/commanddeck.png
970,commonground-travel,CommonGround Travel,https://devpost.com/software/commonground-travel,S1R,8,8,8,8,32,0.9,UNVERIFIED,,screenshots/commonground-travel.png
971,conductor-webmcp,Conductor WebMCP,https://devpost.com/software/conductor-webmcp,S1R,8,8,8,8,32,0.92,UNVERIFIED,,screenshots/conductor-webmcp.png
972,contextdock-upim8b,Compass,https://devpost.com/software/contextdock-upim8b,S1R,8,8,8,8,32,0.87,UNVERIFIED,,screenshots/contextdock-upim8b.png
973,conversion-lab,Conversion Lab,https://devpost.com/software/conversion-lab,S1R,8,8,8,8,32,0.84,UNVERIFIED,,screenshots/conversion-lab.png
